customer_id,tenure_months,monthly_charge,support_tickets_90d,contract_type,autopay,premium_plan,churned
C104524,35,62.07,2,Month-to-month,1,0,0
C104525,27,97.87,1,Month-to-month,1,0,0
C104526,71,74.95,4,Month-to-month,0,1,0
C104527,46,61.23,1,One year,0,0,0
C104528,22,46.01,1,Month-to-month,0,1,0
C104529,27,53.82,1,Month-to-month,1,0,0
C104530,23,86.18,2,One year,1,1,0
C104531,12,63.34,3,Two year,1,0,0
C104532,42,89.54,2,One year,1,0,0
C104533,4,104.92,2,Two year,1,1,0
C104534,47,69.76,1,One year,0,0,0
C104535,7,71.69,0,Month-to-month,1,1,0
C104536,31,40.06,2,Month-to-month,1,0,0
C104537,46,109.46,1,Month-to-month,1,1,0
C104538,15,103.13,1,Month-to-month,0,1,1
C104539,23,73.79,4,Month-to-month,0,1,0
C104540,37,68.7,1,Month-to-month,1,0,0
C104541,63,74.14,1,Month-to-month,1,0,1
C104542,42,82.56,1,One year,0,1,0
C104543,43,89.83,0,Month-to-month,0,0,0
C104544,43,76.44,1,Month-to-month,0,0,0
C104545,28,76.81,2,One year,0,1,0
C104546,20,98.19,2,One year,0,0,0
C104547,69,92.72,3,Two year,0,1,0
C104548,10,123.91,2,Month-to-month,1,1,0
C104549,49,104.17,3,Two year,1,0,0
C104550,27,46.36,1,Month-to-month,0,1,0
C104551,57,74.81,1,One year,1,1,0
C104552,49,69.93,1,Two year,1,1,0
C104553,22,53.32,2,Two year,0,1,0
C104554,20,80.0,1,Month-to-month,0,1,0
C104555,48,98.8,1,Month-to-month,0,1,1
C104556,39,71.02,1,Month-to-month,0,1,0
C104557,3,83.19,3,Month-to-month,0,0,1
C104558,22,79.57,0,Month-to-month,1,0,1
C104559,12,86.51,0,Month-to-month,1,0,0
C104560,13,51.14,1,One year,1,1,1
C104561,37,118.22,0,Month-to-month,1,1,0
C104562,28,90.46,3,Month-to-month,1,1,0
C104563,17,62.88,1,One year,1,1,0
C104564,5,133.35,4,Month-to-month,1,1,0
C104565,37,66.48,0,Month-to-month,1,0,0
C104566,22,64.27,4,Month-to-month,0,1,0
C104567,16,82.87,2,Two year,1,1,0
C104568,10,87.45,2,One year,1,0,1
C104569,37,104.91,1,Month-to-month,1,0,0
C104570,32,109.85,3,One year,0,1,0
C104571,50,83.42,0,Month-to-month,1,1,0
C104572,10,87.81,1,One year,1,0,0
C104573,7,47.53,1,Month-to-month,1,0,0
C104574,4,121.86,1,Two year,0,0,1
C104575,51,56.8,1,Month-to-month,1,0,0
C104576,17,84.02,2,Month-to-month,1,0,0
C104577,61,105.52,2,Month-to-month,0,1,0
C104578,22,62.26,2,Month-to-month,1,1,1
C104579,65,106.56,2,Two year,1,0,0
C104580,9,62.89,2,Month-to-month,0,0,1
C104581,18,89.3,2,Month-to-month,1,0,1
C104582,59,86.44,4,Two year,1,0,0
C104583,21,34.36,1,Two year,1,1,1
C104584,56,82.1,2,Two year,1,0,0
C104585,4,64.36,3,Month-to-month,1,1,0
C104586,22,122.18,2,Month-to-month,0,1,0
C104587,68,74.52,2,Two year,1,1,0
C104588,16,74.35,0,One year,1,0,0
C104589,67,73.53,0,One year,0,0,0
C104590,21,58.81,1,Month-to-month,0,0,0
C104591,62,106.01,2,Month-to-month,0,1,0
C104592,23,20.0,1,Month-to-month,1,0,0
C104593,49,91.77,1,Month-to-month,0,1,0
C104594,42,92.1,1,One year,0,0,0
C104595,27,40.42,2,Month-to-month,0,0,0
C104596,32,75.74,3,Month-to-month,1,0,0
C104597,46,79.16,2,One year,1,0,1
C104598,55,73.94,3,Two year,1,1,0
C104599,45,74.1,3,One year,0,0,0
C104600,6,39.76,2,Month-to-month,0,0,0
C104601,50,64.51,8,Month-to-month,0,0,1
C104602,36,95.55,1,Two year,0,1,0
C104603,59,82.73,1,Month-to-month,1,0,0
C104604,21,60.47,4,Month-to-month,0,0,1
C104605,22,75.64,3,Month-to-month,1,1,0
C104606,47,80.21,2,Two year,1,0,0
C104607,13,69.17,1,Month-to-month,0,0,0
C104608,54,77.77,0,Month-to-month,0,0,0
C104609,32,73.45,1,One year,1,0,0
C104610,70,71.55,2,Month-to-month,0,1,0
C104611,7,43.57,2,One year,1,1,0
C104612,26,105.6,0,Month-to-month,0,1,0
C104613,21,92.66,1,Month-to-month,0,0,0
C104614,24,54.54,2,Month-to-month,1,0,0
C104615,64,91.69,2,One year,1,0,0
C104616,70,103.2,4,Month-to-month,0,1,0
C104617,39,73.87,2,Two year,1,1,0
C104618,51,93.88,3,Two year,0,0,0
C104619,42,67.75,4,Month-to-month,0,1,0
C104620,20,101.6,1,One year,1,0,0
C104621,46,66.86,1,Month-to-month,1,0,0
C104622,40,54.64,1,Month-to-month,1,0,0
C104623,44,43.05,1,Month-to-month,0,0,0
C104624,31,33.7,6,Two year,1,1,0
C104625,30,143.3,1,Month-to-month,1,1,0
C104626,50,50.39,0,One year,1,1,0
C104627,42,83.83,2,Month-to-month,1,0,0
C104628,38,67.17,0,Two year,1,1,0
C104629,55,87.76,2,Month-to-month,0,0,1
C104630,20,130.94,2,Month-to-month,1,0,0
C104631,4,70.48,2,Month-to-month,0,1,0
C104632,67,52.3,3,Month-to-month,0,0,0
C104633,15,69.15,3,Month-to-month,1,1,1
C104634,29,84.2,5,One year,1,0,1
C104635,14,90.98,2,Month-to-month,1,1,1
C104636,14,69.58,1,Month-to-month,0,1,0
C104637,2,103.04,2,Two year,1,0,0
C104638,6,72.6,2,Two year,0,1,0
C104639,38,70.01,1,Month-to-month,1,0,0
C104640,54,52.02,3,Month-to-month,1,1,0
C104641,23,122.47,1,One year,0,0,0
C104642,63,63.63,2,Month-to-month,1,0,0
C104643,22,118.22,3,Month-to-month,1,0,1
C104644,1,52.81,0,Month-to-month,1,0,0
C104645,60,59.49,2,Month-to-month,1,0,0
C104646,13,82.32,0,One year,1,0,0
C104647,55,64.65,6,Two year,1,0,0
C104648,58,71.8,1,One year,0,1,0
C104649,45,28.88,3,Two year,1,0,0
C104650,72,48.46,1,Month-to-month,1,1,0
C104651,17,90.13,5,Month-to-month,1,0,0
C104652,32,89.52,3,One year,0,1,0
C104653,16,52.74,2,Two year,0,0,0
C104654,38,73.82,1,One year,1,1,0
C104655,32,43.26,0,Month-to-month,0,1,0
C104656,22,90.33,2,Month-to-month,1,1,0
C104657,64,111.41,1,One year,0,1,0
C104658,65,38.01,1,One year,1,1,0
C104659,19,86.51,3,Two year,0,0,1
C104660,12,36.98,1,Month-to-month,1,0,1
C104661,52,110.74,2,Two year,1,0,1
C104662,68,136.65,2,Month-to-month,1,1,1
C104663,70,84.08,6,Month-to-month,0,0,0
C104664,12,52.58,1,One year,0,1,1
C104665,69,73.6,1,Two year,1,0,0
C104666,51,84.62,0,Month-to-month,1,1,0
C104667,19,94.12,4,One year,1,0,0
C104668,16,52.04,1,Two year,1,1,0
C104669,13,66.71,1,Two year,0,1,0
C104670,32,102.81,0,Two year,1,0,0
C104671,35,89.99,2,Month-to-month,0,0,0
C104672,11,61.6,2,Month-to-month,1,1,0
C104673,60,124.45,2,Month-to-month,0,0,0
C104674,45,67.21,0,One year,0,0,0
C104675,6,34.22,4,Month-to-month,1,0,0
C104676,19,55.75,3,Month-to-month,1,1,0
C104677,47,121.01,0,One year,0,0,0
C104678,66,104.4,3,Month-to-month,0,1,0
C104679,32,93.36,2,Two year,1,1,0
C104680,19,102.95,2,Two year,0,1,0
C104681,4,94.06,2,Month-to-month,1,0,0
C104682,25,56.87,4,Two year,0,0,0
C104683,14,53.17,2,One year,1,0,0
C104684,71,60.86,0,Two year,0,0,0
C104685,52,90.47,6,Month-to-month,0,0,0
C104686,33,94.89,2,One year,0,0,0
C104687,40,106.14,1,One year,1,0,1
C104688,36,124.08,2,Month-to-month,0,1,1
C104689,26,112.06,1,Two year,1,1,0
C104690,9,110.66,1,One year,0,1,0
C104691,15,88.43,1,One year,1,1,0
C104692,41,73.32,2,One year,1,0,0
C104693,67,82.53,1,One year,1,1,0
C104694,11,59.57,2,Two year,1,0,0
C104695,33,30.94,2,Two year,1,0,0
C104696,57,122.74,1,One year,0,0,0
C104697,43,66.16,2,One year,0,0,0
C104698,32,76.47,1,Two year,1,0,0
C104699,30,81.6,5,Month-to-month,1,0,1
C104700,67,77.55,4,Month-to-month,1,1,0
C104701,10,60.61,1,One year,1,1,0
C104702,2,53.75,1,One year,1,1,0
C104703,66,27.83,0,One year,0,0,0
C104704,35,85.53,1,Two year,0,0,0
C104705,34,118.01,2,One year,0,1,0
C104706,12,85.59,0,Month-to-month,1,1,0
C104707,54,57.95,4,Month-to-month,1,1,0
C104708,37,70.47,3,Month-to-month,1,1,0
C104709,28,91.27,3,Month-to-month,0,0,0
C104710,61,96.39,1,Month-to-month,0,1,0
C104711,40,58.83,0,One year,0,0,0
C104712,66,47.15,4,Month-to-month,1,0,0
C104713,28,51.92,1,Month-to-month,0,0,0
C104714,4,90.37,1,One year,1,0,0
C104715,12,41.9,2,Two year,1,1,0
C104716,5,55.28,0,Month-to-month,1,0,0
C104717,29,75.65,3,Two year,1,0,1
C104718,31,121.84,1,One year,1,0,0
C104719,63,63.38,0,One year,1,0,0
C104720,34,98.35,3,Month-to-month,1,1,0
C104721,35,43.52,4,Month-to-month,1,1,0
C104722,4,70.63,2,Month-to-month,1,0,0
C104723,54,32.28,1,Month-to-month,1,1,0
C104724,34,83.73,1,Month-to-month,0,0,1
C104725,23,59.17,2,One year,0,0,0
C104726,8,83.07,2,Month-to-month,1,0,1
C104727,24,59.03,1,One year,1,1,0
C104728,55,113.93,3,Month-to-month,1,0,0
C104729,5,69.78,1,Month-to-month,0,0,1
C104730,36,70.26,2,Month-to-month,1,1,0
C104731,18,65.22,2,Month-to-month,1,1,0
C104732,32,81.37,3,Month-to-month,0,1,0
C104733,31,84.96,4,Month-to-month,1,1,1
C104734,45,56.58,0,One year,0,1,0
C104735,15,72.62,0,Month-to-month,0,1,0
C104736,27,89.03,2,Month-to-month,1,0,0
C104737,65,115.52,0,Month-to-month,1,0,0
C104738,53,102.36,1,Month-to-month,1,0,0
C104739,49,88.72,1,Month-to-month,0,0,0
C104740,41,110.79,2,Month-to-month,1,0,0
C104741,29,45.12,0,Month-to-month,1,1,0
C104742,16,113.18,4,Month-to-month,1,1,1
C104743,43,80.68,3,Month-to-month,1,0,0
C104744,58,62.88,3,Month-to-month,0,0,0
C104745,62,70.21,2,Month-to-month,1,1,0
C104746,22,100.19,2,Two year,1,0,0
C104747,25,67.17,0,Month-to-month,1,0,0
C104748,9,80.32,3,Two year,0,0,0
C104749,23,89.3,0,Month-to-month,0,0,0
C104750,31,100.82,1,Two year,1,0,0
C104751,36,42.42,1,Month-to-month,1,0,1
C104752,33,69.65,2,Two year,1,1,0
C104753,58,98.78,3,Month-to-month,0,1,1
C104754,67,112.77,2,Month-to-month,1,0,0
C104755,58,61.5,2,Month-to-month,1,1,0
C104756,51,122.39,0,Two year,0,0,0
C104757,32,82.04,3,Two year,1,0,0
C104758,43,42.95,1,One year,0,0,0
C104759,6,89.6,2,Month-to-month,0,1,0
C104760,64,70.66,1,One year,0,1,0
C104761,54,57.82,2,Month-to-month,0,0,0
C104762,66,37.69,0,One year,0,0,0
C104763,56,75.71,1,Month-to-month,0,0,0
C104764,70,89.11,1,One year,1,0,0
C104765,1,85.03,1,One year,1,1,0
C104766,48,68.89,3,Month-to-month,1,1,1
C104767,39,43.84,1,Two year,0,0,0
C104768,72,108.03,2,Two year,1,1,0
C104769,19,86.76,1,Month-to-month,1,1,0
C104770,40,20.0,1,Month-to-month,0,1,1
C104771,4,60.32,2,Two year,1,1,0
C104772,24,95.23,0,Month-to-month,1,0,0
C104773,59,110.19,1,Month-to-month,1,1,0
C104774,52,102.71,1,Two year,1,1,0
C104775,55,87.15,2,Two year,1,0,0
C104776,29,56.88,2,Month-to-month,0,1,1
C104777,2,111.55,1,One year,1,0,0
C104778,3,100.06,4,Month-to-month,1,0,0
C104779,11,76.18,1,One year,1,1,0
C104780,29,85.03,2,Two year,1,0,0
C104781,55,82.88,0,One year,0,0,0
C104782,32,63.65,2,One year,0,1,0
C104783,31,72.35,2,Month-to-month,1,1,0
C104784,11,95.56,1,One year,0,0,0
C104785,14,77.67,1,One year,1,1,0
C104786,44,80.22,0,Month-to-month,0,1,1
C104787,55,55.75,5,Month-to-month,1,0,0
C104788,63,102.59,1,One year,0,0,0
C104789,1,91.42,2,Month-to-month,1,0,0
C104790,22,45.27,1,One year,1,0,0
C104791,7,82.78,1,Month-to-month,0,0,1
C104792,21,73.81,1,Month-to-month,1,1,0
C104793,26,124.43,2,One year,0,0,0
C104794,44,60.82,0,One year,1,0,0
C104795,35,63.18,3,Month-to-month,0,1,0
C104796,62,54.65,3,Two year,1,1,1
C104797,38,128.67,0,Month-to-month,1,1,0
C104798,12,120.94,2,One year,1,1,0
C104799,56,95.09,3,Month-to-month,0,0,0
C104800,20,64.35,1,Two year,0,1,0
C104801,66,29.78,2,One year,1,0,0
C104802,14,57.65,2,One year,1,1,0
C104803,72,20.0,1,One year,1,0,0
C104804,71,41.54,2,Two year,1,1,0
C104805,64,56.77,0,Two year,1,0,0
C104806,27,85.95,1,Two year,1,1,0
C104807,25,85.75,1,Month-to-month,1,0,0
C104808,36,86.2,1,Two year,1,1,0
C104809,18,109.11,2,One year,0,1,0
C104810,21,65.93,2,Month-to-month,0,1,0
C104811,20,39.28,0,Month-to-month,1,0,1
C104812,66,39.24,3,One year,1,0,0
C104813,46,37.99,1,Month-to-month,1,0,0
C104814,5,96.66,4,One year,0,0,0
C104815,13,48.11,2,Two year,1,0,1
C104816,32,23.55,2,Month-to-month,0,1,0
C104817,48,85.34,3,Month-to-month,1,0,0
C104818,31,63.03,1,Two year,1,1,0
C104819,15,76.51,1,Two year,1,1,0
C104820,41,78.98,1,Month-to-month,1,0,0
C104821,56,46.34,2,Two year,0,0,0
C104822,1,124.56,1,Month-to-month,0,0,0
C104823,50,59.69,3,Month-to-month,1,0,0
C104824,51,21.93,3,Month-to-month,1,1,0
C104825,11,113.54,1,Two year,1,1,1
C104826,39,92.31,1,Month-to-month,1,0,0
C104827,13,25.11,1,One year,1,0,0
C104828,53,34.48,2,One year,1,0,0
C104829,33,126.46,1,Month-to-month,1,0,0
C104830,16,57.11,2,Month-to-month,0,0,0
C104831,29,44.88,2,Two year,1,1,0
C104832,65,104.1,0,Two year,1,0,0
C104833,40,122.91,2,Month-to-month,1,1,0
C104834,29,39.71,1,One year,1,0,0
C104835,42,87.92,0,One year,1,0,0
C104836,36,102.95,1,Month-to-month,1,1,0
C104837,26,46.23,0,Month-to-month,1,0,0
C104838,36,71.28,2,One year,1,0,1
C104839,26,39.44,2,Month-to-month,0,1,0
C104840,40,68.06,1,One year,1,0,0
C104841,69,100.3,1,One year,1,1,1
C104842,56,83.61,3,One year,0,1,0
C104843,27,57.57,5,Month-to-month,0,0,0
C104844,30,77.29,0,Month-to-month,0,0,0
C104845,63,20.0,4,Month-to-month,1,0,0
C104846,14,54.56,3,Month-to-month,1,1,0
C104847,45,133.41,1,Two year,0,1,0
C104848,33,89.57,1,Month-to-month,1,1,1
C104849,41,105.51,0,One year,1,0,0
C104850,70,53.74,1,Month-to-month,1,1,0
C104851,40,48.86,2,One year,0,0,0
C104852,18,52.73,4,Two year,1,0,0
C104853,13,79.79,3,Month-to-month,0,1,0
C104854,30,118.15,1,Month-to-month,1,0,0
C104855,40,93.13,4,Month-to-month,1,1,0
C104856,67,74.77,1,Two year,1,0,0
C104857,64,89.29,3,Month-to-month,1,1,0
C104858,60,122.68,1,Month-to-month,1,1,0
C104859,45,52.39,0,Two year,1,0,0
C104860,71,124.7,1,Month-to-month,1,1,0
C104861,45,91.27,2,One year,0,0,0
C104862,49,119.31,4,One year,1,0,0
C104863,10,87.3,2,Month-to-month,1,1,0
C104864,20,120.42,2,Month-to-month,1,0,1
C104865,56,86.42,2,Month-to-month,1,0,0
C104866,50,101.0,1,One year,1,1,0
C104867,4,91.39,4,One year,1,0,0
C104868,66,87.17,2,One year,0,1,0
C104869,56,51.91,2,Month-to-month,1,1,0
C104870,9,67.68,2,One year,0,1,0
C104871,9,102.06,0,Month-to-month,1,0,0
C104872,9,60.64,1,One year,0,0,0
C104873,49,85.51,3,Two year,1,0,1
C104874,58,88.78,1,Month-to-month,1,0,0
C104875,17,21.74,5,Month-to-month,1,0,1
C104876,72,35.62,2,One year,0,0,0
C104877,63,111.85,1,Month-to-month,0,1,0
C104878,15,105.91,4,One year,0,1,0
C104879,24,84.42,2,Two year,1,0,0
C104880,68,72.31,5,Month-to-month,1,1,0
C104881,65,67.76,2,Month-to-month,0,0,1
C104882,11,61.76,3,One year,1,0,0
C104883,4,61.31,3,One year,0,1,0
C104884,67,69.29,1,Month-to-month,1,1,0
C104885,19,120.03,2,Month-to-month,1,1,0
C104886,29,66.63,1,One year,1,1,0
C104887,10,79.04,1,Month-to-month,0,0,0
C104888,58,30.24,0,Month-to-month,1,0,0
C104889,59,55.98,1,Month-to-month,0,0,1
C104890,2,68.06,0,Two year,1,0,0
C104891,13,79.04,2,Two year,1,0,0
C104892,70,71.3,3,One year,0,1,0
C104893,5,30.13,0,Month-to-month,0,1,0
C104894,67,83.86,1,Two year,0,0,0
C104895,24,90.39,3,One year,1,0,0
C104896,22,125.28,0,One year,1,0,1
C104897,23,68.59,2,One year,1,0,0
C104898,11,81.65,0,One year,0,0,0
C104899,57,70.57,1,One year,1,0,0
C104900,17,77.68,1,One year,1,1,0
C104901,5,85.78,2,One year,1,0,1
C104902,10,100.94,2,Month-to-month,0,1,0
C104903,60,88.4,3,Month-to-month,0,1,0
C104904,68,54.25,2,Two year,0,0,0
C104905,11,50.31,2,Month-to-month,1,1,0
C104906,57,62.55,3,One year,0,0,0
C104907,22,55.21,2,One year,1,1,0
C104908,22,60.31,2,Month-to-month,1,1,0
C104909,55,44.87,1,Month-to-month,1,0,0
C104910,23,99.74,1,Month-to-month,1,1,0
C104911,53,62.64,2,One year,0,0,0
C104912,47,68.92,1,Month-to-month,0,0,0
C104913,61,107.16,0,Month-to-month,1,1,0
C104914,63,59.26,1,Month-to-month,1,1,0
C104915,22,85.86,2,Month-to-month,1,0,1
C104916,4,114.53,1,Two year,1,0,0
C104917,68,38.62,1,Month-to-month,1,1,0
C104918,25,84.26,3,One year,1,0,0
C104919,36,99.4,1,One year,1,0,0
C104920,69,72.12,1,Month-to-month,1,1,0
C104921,7,46.09,3,One year,1,1,0
C104922,34,73.78,2,One year,0,0,0
C104923,11,110.64,1,Month-to-month,1,1,0
C104924,36,55.46,2,Month-to-month,1,0,0
C104925,11,89.92,1,Month-to-month,1,1,0
C104926,25,61.07,2,One year,1,1,0
C104927,35,112.91,4,Month-to-month,0,1,0
C104928,64,74.68,2,One year,1,1,0
C104929,35,45.6,2,One year,1,0,0
C104930,41,79.33,0,Month-to-month,0,0,0
C104931,41,49.24,0,Two year,1,1,0
C104932,70,73.54,2,Two year,1,1,0
C104933,16,89.75,2,Month-to-month,0,1,0
C104934,16,77.33,1,Month-to-month,1,1,0
C104935,27,91.65,1,Month-to-month,1,0,0
C104936,6,119.8,2,Two year,1,0,0
C104937,25,63.81,0,Month-to-month,0,0,0
C104938,4,77.2,2,Month-to-month,1,0,1
C104939,42,82.87,1,Two year,0,1,0
C104940,17,92.36,1,Month-to-month,1,0,0
C104941,48,100.69,1,Two year,0,0,0
C104942,2,69.9,2,One year,1,1,0
C104943,9,42.31,2,Month-to-month,1,0,0
C104944,44,88.53,1,One year,1,1,0
C104945,57,77.5,0,One year,0,0,0
C104946,18,118.75,3,Two year,1,0,1
C104947,26,77.47,2,Month-to-month,1,0,0
C104948,40,77.61,4,Month-to-month,1,0,0
C104949,23,72.96,1,Two year,1,0,0
C104950,69,28.74,0,Month-to-month,0,0,0
C104951,33,71.82,1,Month-to-month,1,1,0
C104952,47,62.62,1,Month-to-month,0,1,0
C104953,4,20.0,3,Month-to-month,0,1,0
C104954,6,81.43,0,Month-to-month,1,1,1
C104955,13,72.83,2,Two year,0,0,1
C104956,55,22.35,2,Month-to-month,1,1,0
C104957,44,60.69,0,Month-to-month,0,1,0
C104958,30,98.59,0,One year,1,0,0
C104959,63,62.87,0,Month-to-month,1,1,0
C104960,2,62.07,0,One year,1,0,0
C104961,29,64.17,1,Month-to-month,1,0,1
C104962,37,101.72,1,Month-to-month,0,0,0
C104963,16,116.88,2,One year,0,0,0
C104964,49,104.33,1,Month-to-month,1,0,0
C104965,61,90.04,1,Two year,0,0,0
C104966,69,114.4,3,Month-to-month,1,0,0
C104967,21,55.54,2,One year,1,0,0
C104968,22,104.01,2,One year,1,0,0
C104969,11,102.94,1,One year,1,0,0
C104970,44,21.78,1,Two year,1,1,0
C104971,53,92.88,0,Month-to-month,1,0,0
C104972,55,130.88,1,Month-to-month,1,1,0
C104973,12,93.64,1,One year,0,0,0
C104974,54,116.39,3,Two year,1,0,0
C104975,39,78.85,1,Month-to-month,1,1,0
C104976,32,67.61,2,Month-to-month,0,0,0
C104977,7,77.73,1,Month-to-month,1,0,0
C104978,25,81.3,1,One year,1,0,0
C104979,14,62.38,2,One year,1,0,1
C104980,53,81.07,2,Month-to-month,1,1,0
C104981,45,84.94,3,Month-to-month,0,1,0
C104982,29,87.99,7,Month-to-month,1,0,0
C104983,14,129.0,3,Month-to-month,1,1,0
C104984,8,102.12,2,Month-to-month,0,0,1
C104985,8,76.6,1,Two year,0,1,0
C104986,41,80.59,2,Month-to-month,0,0,1
C104987,17,112.5,1,One year,0,1,0
C104988,19,75.12,1,Two year,1,1,0
C104989,72,44.77,3,Month-to-month,1,1,0
C104990,54,65.24,3,Two year,1,1,0
C104991,49,90.3,1,Month-to-month,0,0,0
C104992,32,60.31,2,Two year,1,1,0
C104993,3,75.63,2,One year,0,1,1
C104994,36,86.93,1,One year,1,0,0
C104995,57,77.37,2,Month-to-month,1,1,0
C104996,31,34.74,2,Two year,1,1,0
C104997,54,76.96,6,Month-to-month,0,0,1
C104998,55,72.96,0,Month-to-month,1,1,1
C104999,49,57.98,3,Two year,0,0,0
C105000,27,82.9,4,Month-to-month,1,1,0
C105001,30,71.01,0,Month-to-month,1,1,0
C105002,33,62.16,0,Month-to-month,0,0,0
C105003,51,66.91,2,One year,1,1,0
C105004,14,53.78,2,Two year,1,0,0
C105005,33,81.17,1,One year,1,1,0
C105006,55,56.63,1,Month-to-month,1,1,0
C105007,17,61.53,0,Two year,1,1,0
C105008,68,61.43,0,Month-to-month,1,1,0
C105009,62,30.71,4,One year,1,1,0
C105010,58,60.29,2,Month-to-month,0,0,0
C105011,47,70.42,1,Month-to-month,1,0,0
C105012,10,72.63,2,Month-to-month,0,0,0
C105013,7,110.89,0,Month-to-month,0,1,1
C105014,55,84.45,2,One year,0,1,0
C105015,47,74.84,1,Month-to-month,1,0,0
C105016,31,85.68,2,Month-to-month,1,1,0
C105017,7,78.65,2,One year,0,1,0
C105018,16,88.81,3,Month-to-month,0,1,0
C105019,53,58.53,3,One year,0,0,0
C105020,1,72.32,4,Month-to-month,0,1,0
C105021,55,51.35,4,One year,1,1,0
C105022,65,75.36,0,Month-to-month,1,1,0
C105023,45,65.03,3,Month-to-month,0,0,0
C105024,25,105.1,0,One year,0,0,0
C105025,11,82.21,2,Month-to-month,0,1,1
C105026,36,123.38,1,One year,0,0,1
C105027,61,90.81,0,Month-to-month,0,1,0
C105028,23,121.82,0,Month-to-month,0,1,0
C105029,24,117.93,1,Two year,1,1,0
C105030,55,64.97,3,Two year,0,0,0
C105031,1,106.8,3,One year,0,0,1
C105032,14,97.36,3,Month-to-month,0,0,1
C105033,65,31.97,3,One year,1,0,0
C105034,21,50.43,2,Two year,1,1,0
C105035,42,59.69,2,Month-to-month,1,1,1
C105036,48,60.95,3,One year,1,1,0
C105037,50,79.32,1,Month-to-month,0,0,0
C105038,35,81.42,4,Month-to-month,0,0,1
C105039,47,65.11,2,Month-to-month,0,1,0
C105040,26,43.05,4,Month-to-month,1,0,0
C105041,58,89.13,1,Month-to-month,1,0,0
C105042,16,24.98,2,Month-to-month,0,1,1
C105043,27,47.58,1,One year,0,0,0
C105044,70,73.04,1,Month-to-month,0,0,0
C105045,64,27.41,3,Two year,1,0,0
C105046,5,73.42,3,Month-to-month,1,0,1
C105047,68,56.41,1,One year,1,1,0
C105048,14,101.15,1,One year,1,1,0
C105049,9,43.59,2,Month-to-month,1,0,1
C105050,50,91.23,3,One year,1,0,0
C105051,63,94.6,5,Month-to-month,0,0,1
C105052,22,94.85,4,Month-to-month,1,0,0
C105053,12,86.18,2,One year,0,0,0
C105054,46,102.39,0,Month-to-month,1,0,1
C105055,35,79.42,0,Month-to-month,1,1,0
C105056,52,54.92,1,Month-to-month,1,1,0
C105057,65,122.08,0,One year,1,1,1
C105058,56,95.2,4,Two year,0,0,0
C105059,57,82.93,1,Month-to-month,1,1,0
C105060,14,83.99,2,Two year,1,1,0
C105061,52,76.19,2,Month-to-month,1,0,0
C105062,21,82.98,0,Month-to-month,0,0,0
C105063,21,111.92,1,Month-to-month,0,1,0
C105064,5,52.03,2,Two year,1,0,1
C105065,37,95.11,2,Month-to-month,0,1,1
C105066,71,63.1,3,Month-to-month,1,1,0
C105067,13,30.28,3,One year,0,1,0
C105068,13,25.5,3,One year,0,0,0
C105069,72,45.57,2,Month-to-month,1,0,0
C105070,51,54.18,2,Month-to-month,1,1,1
C105071,6,38.01,2,One year,1,0,0
C105072,55,84.21,3,Month-to-month,1,1,1
C105073,57,54.53,3,Month-to-month,0,1,0
C105074,43,106.2,2,Month-to-month,0,1,0
C105075,18,113.56,4,One year,1,1,0
C105076,55,101.58,2,Month-to-month,1,0,0
C105077,42,101.06,0,Month-to-month,1,0,0
C105078,6,130.05,1,Month-to-month,0,0,0
C105079,57,77.54,2,Month-to-month,1,1,0
C105080,54,84.12,4,One year,1,1,0
C105081,10,90.62,2,Month-to-month,0,1,1
C105082,17,107.05,1,One year,1,0,0
C105083,39,53.98,4,Month-to-month,1,0,1
C105084,32,90.79,1,Two year,1,0,0
C105085,63,51.52,3,One year,0,0,0
C105086,46,126.62,3,Month-to-month,1,1,0
C105087,23,81.71,3,Month-to-month,1,0,0
C105088,66,83.77,0,One year,1,1,0
C105089,19,56.97,1,Month-to-month,0,1,0
C105090,49,58.01,5,One year,1,1,1
C105091,39,70.0,2,Month-to-month,1,0,1
C105092,17,106.7,1,Month-to-month,1,1,0
C105093,66,128.49,3,Month-to-month,1,0,0
C105094,67,59.11,0,One year,0,1,0
C105095,11,87.69,1,Month-to-month,1,0,0
C105096,14,20.41,2,One year,1,0,1
C105097,38,126.67,1,Month-to-month,0,0,0
C105098,7,50.88,3,Month-to-month,1,0,0
C105099,4,88.55,0,Month-to-month,1,0,1
C105100,28,118.66,0,Month-to-month,1,1,0
C105101,2,44.86,2,One year,0,1,0
C105102,64,66.34,3,One year,1,1,0
C105103,65,102.27,3,Month-to-month,1,1,1
C105104,31,55.76,4,Two year,1,0,0
C105105,25,51.64,1,One year,0,1,0
C105106,41,102.66,1,Month-to-month,1,1,0
C105107,62,89.52,2,Month-to-month,0,0,0
C105108,11,62.29,2,One year,1,1,1
C105109,14,134.22,2,Month-to-month,1,0,1
C105110,15,22.62,2,Month-to-month,1,0,0
C105111,15,38.54,1,One year,1,1,0
C105112,60,103.74,0,Month-to-month,1,1,1
C105113,22,39.65,3,One year,1,0,0
C105114,40,67.97,1,Two year,1,1,0
C105115,63,105.4,2,Month-to-month,1,1,0
C105116,18,36.22,1,One year,0,1,0
C105117,52,92.14,6,Month-to-month,0,1,1
C105118,29,87.73,3,One year,1,1,1
C105119,46,81.94,2,One year,0,1,0
C105120,29,155.21,4,Month-to-month,1,0,0
C105121,20,93.19,1,One year,0,1,0
